EMG,english,Functional Name,Image URL,Short Marketing Text,USP,Colors,Pack Sizes,Safety,Utilizare,Preg?tirea suprafe?elor,Preg?tirea produsului,Aplicare,Uscare,Depozitare,Consumption,Yield,Recommended System,Marketing Text,TDS (PDF),Other Documents,Source URL
,OSKAR Glitter Effect,OSKAR Glitter Effect,https://www.oskarvopsea.ro/kentico/getmedia/92cf42d6-0108-476c-a9b1-8a5f58c4e96d/OSR837_OSK-Glitter-Effect-Auriu_11.png,Lac transparent decorativ cu particule aurii de sclipici,"Lac transparent cu particule aurii
Aspect lucios
Uscare rapid?",,auriu: 0.4L,,"Lac transparent lucios cu particule aurii, destinat decor?rii suprafe?elor exterioare ?i interioare din lemn, metal sau ceramic?. Efectul este mult mai bine pus în eviden?? atunci când produsul este aplicat pe o suprafa?? vopsit? în prealabil.",,,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 30 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?. Temperatura ambientala optima pentru aplicare este intre 20°C si 25°C.
Agita?i tubul dup? aplicarea fiec?rui strat. Pentru un efect mai pronun?at recomand?m aplicarea în 2-3 straturi, l?sând 3-5 minute între aplic?ri.
La final, pentru cur??area capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-35°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",200 ml/m²/strat,2 m²/400ml/strat,"1 strat OSKAR Grund Lemn (pentru suprafe?ele din lemn)
2-3 straturi finisaj OSKAR Metallic Effect Lucios",,OSKAR Glitter Effect: https://www.oskarvopsea.ro/kentico/getmedia/e0d2e7c6-f244-4654-b8fc-17a8b1745eca/OSKAR-Glitter-Effect-spray.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Metallic-Glitter-Effect
,OSKAR Direct on Appliances,OSKAR Direct Pe Electrocasnice,https://www.oskarvopsea.ro/kentico/getmedia/d6f0c50f-2170-412d-9aed-09f648b2b334/OSKAR-DIRECT-PE-ELECTROCASNICE-ALB-400ML_1.png,Vopsea spray pentru electrocasnice,"Acoperire excelent?
Rezisten?? în timp
Aderen?? foarte bun?
Uscare rapid?: 5-10 minute",,alb: 0.4L,,"Vopsea acrilic? alb?, extra durabil?, destinat? repara?iilor obiectelor electrocasnice: frigidere, aragazuri, ma?ini de sp?lat etc.","Se cur??? de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare ?i se degreseaz? cu diluant PPG.",,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 15-20 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??irea capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-30°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",200 ml/m²/strat,2 m²/400ml/strat,1-2 straturi finisaj OSKAR Direct Pe Electrocasnice,,OSKAR Direct Pe Electrocasnice: https://www.oskarvopsea.ro/kentico/getmedia/1e6b6e9d-4653-4f2d-9a11-08720e734629/Oskar-Direct-pe-Electrocasnice-spray_1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Direct-Pe-Electrocasnice
,OSKAR Direct on Sanitary Ware,OSKAR Direct Pe Obiecte Sanitare,https://www.oskarvopsea.ro/kentico/getmedia/56e59d03-e444-4d7f-ada3-4dde33c5fbaa/OSKAR-DIRECT-PE-OBIECTE-SANITARE-ALB-400ML_1.png,Vopsea spray pentru obiecte sanitare,"Aspect ca nou
Aderen?? foarte bun?
Rezisten?? în timp
Uscare rapid?: 5-10 minute",,alb: 0.4L,,"Vopsea acrilic? alb?, extra durabil?, destinat? repara?iilor obiectelor sanitare precum chiuvete, c?zi, c?zi de du?, lavoare etc","Se cur??? de rugin?/vopsea decojit? prin periere, ?lefuire sau sablare ?i se degreseaz? cu diluant PPG.",,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 15-20 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??irea capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat). Aten?ie! L?sa?i s? treac? minim 48 de ore înainte de utilizarea obiectelor sanitare.","La temperaturi cuprinse între 5°-30°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",200 ml/m²/strat,2 m²/400ml/strat,1-2 straturi finisaj OSKAR Direct Pe Obiecte Sanitare,,OSKAR Direct Pe Obiecte Sanitare: https://www.oskarvopsea.ro/kentico/getmedia/b556ab26-c267-4a0c-afb4-543214258c23/Oskar-Direct-pe-Obiecte-sanitare-spray_1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Direct-Pe-Obiecte-Sanitare
,OSKAR Direct on Plastic,OSKAR Direct Pe Plastic,https://www.oskarvopsea.ro/kentico/getmedia/123a75bc-31a3-451e-a6b2-5d1d39669547/OSKAR-DIRECT-PE-PLASTIC-INCOLOR-400ML_1.png,Grund aderen?? vopsea pentru plastic,"Asigur? aderen?a
Asigur? aspect uniform
Permite vopsirea peste grund
Uscare rapid?: 5-10 minute",,incolor: 0.4L,,"Grund destinat suprafe?elor din plastic care asigur? o aderen?? excelent? vopselei cu care urmeaz? s? fie decorat? suprafa?a. Ideal pentru obiecte din plastic precum: rame ferestre termopane, glafuri, ?evi PVC, mese, scaune din plastic etc.",Se îndep?rteaz? urmele de gr?sime ?i praf.,,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 15-20 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??irea capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-30°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",133 ml/m²/strat,3 m²/400ml/strat,1-2 straturi finisaj OSKAR Direct Pe Plastic,,OSKAR Direct Pe Plastic: https://www.oskarvopsea.ro/kentico/getmedia/d046edad-74a2-40c5-be28-0ffb8820ca7f/Oskar-Direct-pe-Plastic-spray_1.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Direct-Pe-Plastic
,OSKAR Direct on Radiator,OSKAR Direct pe Radiator,https://www.oskarvopsea.ro/kentico/getmedia/1b5886c7-1298-4bb5-b14d-7bf63fd8c3b1/OSR837_OSK-Direct-pe-Radiator_1.png,Vopsea spray pentru radiatoare ?i calorifere,"Uscare rapid?
Nu se îng?lbene?te
Rezistent la rugin?
Termorezistent",,alb: 0.4L,,"Vopsea acrilica lucioas? alb?, rezistent? la temperaturi de pân? la 110°C, cu uscare rapida ?i rezisten?? la îng?lbenire ?i rugin?, pentru radiatoare ?i calorifere.",,,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 30 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?. Temperatura ambientala optima pentru aplicare este intre 20°C si 25°C.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??area capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-35°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",200 ml/m²/strat,2 m²/400ml/strat,1-2 straturi finisaj OSKAR direct pe Radiator,,OSKAR Direct pe Radiator: https://www.oskarvopsea.ro/kentico/getmedia/04d539b3-595d-468c-a565-8f701e64f41b/OSKAR-Direct-pe-Radiator-spray.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-direct-pe-radiator
,OSKAR High Temperatures,OSKAR Temperaturi Înalte,https://www.oskarvopsea.ro/kentico/getmedia/7a6ff276-c866-45d6-abd8-09375319efdc/OSR837_OSK-Temperaturi-inalte-Negru_1.png,Vopsea spray pentru temperaturi înalte,"Rezisten?? pân? la 700°C
Rezisten?? în timp",,0.4L,,"Email extra durabil, destinat decor?rii ?i protej?rii suprafe?elor exterioare ?i interioare ce ating temperaturi de pân? la 700°C, cum ar fi tobele de e?apament, cuptoarele, sobele, co?urile de fum, gr?tarele, înc?lzitoarele electrice ?i pe gaz etc.",,,"Înainte de utilizare, agita?i bine tubul de spray (cca 3 min) ?i efectua?i o prob? de aplicare pe o suprafa?? de testare. Începe?i pulverizarea în afara obiectului ?i termina?i-o tot în afara acestuia.
Spraya?i cu vitez? constant?, ?inând tubul la cca 20-30 cm distan?? ?i paralel fa?? de suprafa?a suport. Pentru o acoperire complet? ?i omogen?, aplica?i vopseaua în straturi sub?iri, cât mai uniform, astfel încât zonele aplicate s? se intersecteze/suprapun?. Temperatura ambientala optima pentru aplicare este intre 20°C si 25°C.
Agita?i tubul dup? aplicarea fiec?rui strat.
La final, pentru cur??area capului de pulverizare, r?sturna?i tubul ?i continua?i pulverizarea pân? ce se elimin? doar gazul propulsor curat. Nu con?ine freoni.","5-10 minute uscare rapid? la atingere (timpul de uscare depinde de temperatura mediului, de umiditatea aerului ?i de grosimea stratului aplicat).","La temperaturi cuprinse între 5°-35°C, ferit de razele directe ale soarelui, radia?ii ?i electricitate în recipiente bine închise.",200 ml/m²/strat,2 m²/400ml/strat,1-2 straturi finisaj OSKAR Temperaturi Înalte,,OSKAR Temperaturi Înalte: https://www.oskarvopsea.ro/kentico/getmedia/2bd8781c-24e4-48cb-b3a7-8f4f9d729750/OSKAR-Temperaturi-inalte-spray.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-temperaturi-inalte
,OSKAR Zero Mold Primer,OSKAR Amors? Zero Mucegai,https://www.oskarvopsea.ro/kentico/getmedia/8c92406c-e675-4ee0-8ec3-6529b84980f2/OKR132_Amorsa-OSK-ZeroMucegai-10L.png,Amors? perete rezistent? la mucegai,"Concentrat?
Protejeaz? peretele contra mucegaiului
U?ureaz? aplicarea vopselei",,"1L, 4L, 10L, 30L",,,,,"Se aplic? nediluat? sau diluat?, max 1:4 ap? in func?ie de gradul de absorb?ie al suprafe?ei de baz?.","3 ore, la +20?C. Vopseaua lavabil? se poate aplica numai dup? uscarea amorsei.",,0.2 - 0.05 L/m²/strat în func?ie de diluare,5 - 20 m²/L în func?ie de diluare,,"Este superconcentrat?, cu con?inut mare de r??in?, prin diluarea cu ap? ob?inându-se o cantitate mai mare de amors?, bun? pentru aplicare;
U?ureaz? aplicarea vopselei prin formarea unei pelicule netede ?i compacte, care permite alunecarea u?oar? a trafaletului;
Reduce consumul de vopsea prin diminuarea absorb?iei peretelui;
Asigur? o aplicare uniform?, f?r? dâre, a vopselei;
Asigur? rezisten?a zugr?velii în timp, protejând-o în fa?a mucegaiului din perete;
Sistemul amors?+vopsea reprezint? solu?ia optim? pentru un zugr?vit modern, de calitate ?i rezistent în timp, fiind utilizat? de to?i zugravii profesioni?ti.",OSKAR Amors? Zero Mucegai: https://www.oskarvopsea.ro/kentico/getmedia/b1fe2066-1d39-436e-950d-780977297702/OSKAR-Amorsa-Zero-Mucegai.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Amorsa-Zero-Mucegai
,OSKAR Deep Penetration Primer,OSKAR Amors? de adâncime,https://www.oskarvopsea.ro/kentico/getmedia/2e344f26-a8f9-4520-ba74-a55ab3fc976c/OSR504_Pro-Expert-Amorsa-de-adancime-10L.png,Grund incolor de adâncime pentru pere?i interiori ?i exteriori,"Înt?re?te suprafe?ele fragile, p?trunzând în adâncime atât la interior, cât ?i la exterior;
M?re?te aderen?a vopselei la suport;
Reduce capacitatea de absorb?ie.",,10L,,,,,"1 strat nediluat sau diluat max 1:4 cu ap?, în func?ie de gradul de absorb?ie al suprafe?ei de baz?. Pe suprafe?e foarte absorbante se aplic? în 2 straturi.",,,0.050 - 0.200 L/m²/strat,10-20  m²/L/strat,,"Înt?re?te suprafe?ele fragile, p?trunzând în adâncime atât la interior, cât ?i la exterior;
M?re?te aderen?a vopselei la suport;
Reduce capacitatea de absorb?ie.",OSKAR Amors? de Adâncime: https://www.oskarvopsea.ro/kentico/getmedia/a7d6f560-4af3-4ff5-8e35-22c4a1f1e5a2/OSKAR-ProExpert-Amorsa-de-Adancime.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/Tiefgrund
,OSKAR White Primer,OSKAR Amors? Alb?,https://www.oskarvopsea.ro/kentico/getmedia/0140b4a4-3359-4d72-aa4f-c2a06c98533e/35-Oskar-Amorsa-Alba.png,"Grund de amorsare pentru pere?i, pigmentat, culoare alba","Acoper? si amorseaz? suportul pe care se aplic?
Contribuie la reducerea cantit??ii de vopsea aplicat?
Reduce timpul de finisare a lucr?rii",,"5L, 12L",,,,,1 strat nediluat.,,,1L/m² /strat,10m²/L/strat,,"Amorseaz? ?i acoper? perfect suportul pe care se aplic?;
P?trunde în profunzime, astfel încât ader? perfect la stratul suport;
Pelicula de amors? reduce considerabil cantitatea de vopsea necesar? pentru finisaj - fiind alb?, doar un strat de vopsea mai este necesar pentru finisarea lucr?rii;
Pentru c? mai este necesar un singur strat de vopsea, se economisesc bani si timp.",OSKAR Amors? Alb?: https://www.oskarvopsea.ro/kentico/getmedia/03ee7b4a-dc4d-45b2-b76b-8517918a51b5/OSKAR-Amorsa-Alba.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Amorsa-Alba
,OSKAR ProExpert Concrete Contact,OSKAR ProExpert Beton Kontakt,https://www.oskarvopsea.ro/kentico/getmedia/28f1205a-6517-459b-835f-97881c128ef9/38-Oskar-ProExpert-Beton-Kontakt.png,Grund de aderen?? pentru suprafe?e netede din beton,"Pentru suprafe?e netede si neabsorbante
îmbun?t??e?te aderen?a suportului
Creeaz? o baz? durabil? pentru materialele de finisare",,25KG,,"Recomandat ca strat intermediar pentru suprafe?ele netede ?i neabsorbante din beton, în vederea îmbun?ta?irii aderen?ei materialului de finisaj la acestea. Produsul prezint? o nuan?? c?r?mizie care confer? vizibilitate pentru zonele deja grunduite.",,,1 strat nediluat sau diluat max 5%. Se utilizeaz? rola sau trafaletul.,,,0.3-0.35kg/m2,2.9-3.3m²/kg,,"Grund recomandat ca strat intermediar pentru suprafe?ele netede ?i neabsorbante din beton, în vederea îmbun?ta?irii aderen?ei materialului de finisaj la acestea;
Creeaz? o baz? durabil? pentru materialele de finisare;
Produsul prezint? o nuan?? c?r?mizie care confer? vizibilitate pentru zonele deja grunduite.",OSKAR ProExpert Beton Kontakt: https://www.oskarvopsea.ro/kentico/getmedia/770872e7-6701-4e2e-99c2-984413777ed4/OSKAR-ProExpert-Beton-Kontakt.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-ProExpert-Beton-Kontakt
,OSKAR Facade Primer,Fassaden Grund,https://www.oskarvopsea.ro/kentico/getmedia/c032fe99-43c3-4e89-ba4f-8b9dc910d17e/39-FassadenGrund.png,Grund colorat de amorsare ?i aderen?? pentru tencuial?,"Acoper? perfect substratul;
Asigur? aderen?a ?i aspectul uniform al tencuielii;
Se poate nuan?a în sute de culori apropiate tencuielii.",,"8KG, 25KG",,este folosit ca grund pentru tencuieli decorative.,,,1 strat nediluat cu rola sau trafaletul. Consumul variaz? în func?ie de rugozitatea suportului ?i gradul de absorbabilitate al acestuia.,,,0.2 kg/m²/strat,5 m²/kg/strat,,"Acoper? perfect substratul;
Asigur? aderen?a ?i aspectul uniform al tencuielii;
Se poate nuan?a în sute de culori apropiate tencuielii.",Fassaden Grund: https://www.oskarvopsea.ro/kentico/getmedia/04627266-7e34-4994-a1c5-13a44cf7e08c/Fassaden-Grund.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/Fassaden-Grund
,OSKAR Wood Primer,OSKAR Grund Lemn,https://www.oskarvopsea.ro/kentico/getmedia/52bac087-7f2a-4a70-a644-6da20b598f0c/DEU779_OSK-Grund-Lemn.png,Grund pentru protec?ia lemnului exterior/ interior,"Rezisten?? la putreziri, ciuperci ?i alb?streal?
Hidrofob",,"0.75L, 2.5L",,"Grund de îmbibare recomandat pentru protec?ia lemnului la interior ?i exterior, rezistent la ciuperci, mucegai, alge ?i putregai.",,,"Suprafa?a de baz? trebuie s? fie curat?, uscat?, rezistent? ?i f?r? grasimi.
Grundul pentru lemn se aplic? cu pensula în dou? straturi în sensul fibrei. Suprafe?ele de lemn tari, exotice sau cele de esent?? moale bogate în r??ini se vor sp?la în prealabil cu diluant nitro.",interval de reacoperire: 24h.,"La temperaturi cuprinse între 5° si 30°C, ferit de razele directe ale soarelui, în recipiente bine închise.",0.12 L/m²/strat,8 m²/L/strat,,"Confer? lemnului rezistenta la ciuperci, mucegai, alb?streal? ?i putreziciune;
P?trunde în fibra lemnului, reducându-i absorb?ia ?i ducând la un consum mai sc?zut de bai?, lac sau email;
Înt?re?te fibra lemnoas? ?i îi confer? rezisten?? în timp.",OSKAR Grund Lemn: https://www.oskarvopsea.ro/kentico/getmedia/9b47c195-c4cc-4965-ada5-5371a464a544/OSKAR-Grund-lemn.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Grund-Lemn
,OSKAR Water-based Wood Primer,OSKAR Grund Lemn Ap?,https://www.oskarvopsea.ro/kentico/getmedia/55c5acb6-2bf5-4380-a601-a5488072f816/DEU779_OSK-Grund-Lemn-Apa.png,Grund pe baz? de ap?  pentru protec?ia lemnului exterior/ interior,"Uscare rapid?: 2 ore
Rezisten?? la intemperii ?i radia?ii UV
Rezisten?? la putregai, fungi si albastreal?",,"0.75L, 2.5L",,Pentru grunduirea suprafe?elor din lemn nou ?i recondi?ionat de la exterior ?i interior.Se aplic? ca prim strat ?i protejeaz? lemnul împotriva putrezirii si d?un?torilor (putregai ?i fungi). Recomandat a se utiliza împreun? cu produsele PPG pe baz? de ap?.,"Dac? suprafa?a lemnului prezint? por?iuni deteriorate, se niveleaz? cu chit pentru lemn (în culoarea lemnului).
Se ?lefuie?te în lungul fibrei suprafa?a cu hârtie abraziv? ?i se despr?fuie?te.
Dac? lemnul a fost l?cuit în prealabil, se inl?tur? complet prin ?lefuire por?iunile desprinse ?i se  cur??? suprafa?a de praf, cu o lavet? uscat?.",,"Se omogenizeaz? produsul înainte de aplicare.
Se utilizeaz? nediluat
Se recomand? aplicarea grundului cu pensula, rola, pistolul sau prin imersie, într-un singur strat.","Nu ader? praful dup? cca. 2 ore; rezistent la atingerea cu mâna dup? cca. 4 ore; se poate aplica urmatorul strat de bai?, lac sau email dup? 4-6 ore.","La temperaturi cuprinse între +5° si 30°C, ferit de razele directe ale soarelui, în recipiente bine închise. Risc de degradare prin inghe?.",0.06 - 0.08L/m²/strat,12-14 m²/L/strat,,"Este un grund pe baz? de ap?, f?r? miros, ideal pentru utilizarea la interior sau în zonele cu aerisire precar? sau impreun? cu lacul sau emailul Oskar pe baz? de ap?;
Confer? lemnului rezisten?? la ciuperci, mucegai, alb?streal? ?i putreziciune;
P?trunde în fibra lemnului, reducându-i absorb?ia ?i ducând la un consum mai sc?zut de bai?, lac sau email;
Înt?re?te fibra lemnoas? ?i îi confer? rezisten?? în timp;
Se usuc? rapid, în doar 2 ore.",OSKAR Grund Lemn Ap?: https://www.oskarvopsea.ro/kentico/getmedia/49dc8cc2-be4c-4a9b-b5cf-70c8e1d1d9b9/OSKAR-Grund-lemn-pe-baza-de-apa.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Grund-Lemn-Apa
,OSKAR Pigment,OSKAR Pigment,https://www.oskarvopsea.ro/kentico/getmedia/f53c08d0-85d3-484f-a3c1-2e1edb0bab69/OKR724_OSKAR-PIGMENT-1-GALBEN-30ML_5946062007371.png,Pigment super concentrat,"Super concentrat
U?or de omogenizat
Gam? variat? de culori","GALBEN, GALBEN LAMAIE, GALBEN AURIU, PORTOCALIU LUMINOS, PORTOCALIU, Ro?u ORANJ, Ro?u, Ro?u OXID, C?r?miziu, OCRU, MARON, CAFENIU, VERDE, ALBASTRU, VIOLET, NEGRU","30ml, 180ml",,"Con?inutul flaconului se agit? bine ?i se dozeaz? cantitatea recomandat? conform paletarului de culoare.
Se amestec?  bine compozi?ia rezultat? în vederea omogenizarii cât mai bune a culorii.
Regl?rile de culoare se realizeaz? numai cu pigment OSKAR.",,,,,,,,,"Este super concentrat, putând colora f?r? probleme chiar ?i cele mai albe vopsele cu con?inut mare de titan;
Ob?inerea unei culori de intensitate medie necesit? un singur tub de 180 ml la o g?leat? de 15L, ceea ce face din acest pigment cel mai economic mod de a ob?ine culoare;
10 culori din cele 16 disponibile se pot folosi atât la interior cât ?i la exterior;
Are un ambalaj tip tub, special gândit pentru a permite dozarea direct în g?leat? ?i folosirea integral? a pigmentului;
Ofer? o gam? larg? de nuan?e, special gândit? pentru preferin?ele consumatorilor din România, predominând culorile calde de galben, portocaliu ?i maron.",OSKAR Pigment: https://www.oskarvopsea.ro/kentico/getmedia/f5ac396e-e712-4918-9eda-a66bc2024cc9/OSKAR-Pigment.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Pigment
,OSKAR Zero Mold Spray,OSKAR Pulverizator Zero Mucegai,https://www.oskarvopsea.ro/kentico/getmedia/6ab14677-94f3-4fd7-82e6-bd7ede04c4b7/42-Oskar-Pulverizator.png,Solu?ie puverizatoare cu efect de îndepîrtare a petelor de mucegai,"Distruge imediat mucegaiul
Nu atac? structura vopselei
Cur??? ?i dezinfecteaz?",,0.5L,Utiliza?i biocidele în siguran??. Citi?i întotdeauna eticheta ?i informa?iile despre produs înainte de utilizare.,"Se recomand? utilizare pe urmatoarele tipuri de suprafe?e:Pere?i interiori sau exteriori vopsi?i cu vopsea lavabil?,  tapet vopsit cu vopsea lavabil?, pl?ci ceramice, chit de rosturi, ciment, plastic, lemn. Evitati contactul cu îmbracamintea si obiectele din metal.  F?r? efect conservant.",,,"Direct pe suprafa?a afectat?, far? a fi nevoie de îndep?rtarea mecanic? a petelor în prealabil. Se pulverizeaz? substan?a de la  5-10 cm distan??. În  5-10 min solu?ia i?i face efectul ?i petele dispar. La final, suprafa?a tratat? poate fi ?tears? cu o cârp? curat? sau clatit? cu ap?.",,,,,,"Efectul anti-mucegai este avizat de Ministerul S?n?t??ii-Institutul Na?ional De S?n?tate Public? Bucure?ti;
Are efect imediat ?i vizibil în eliminarea: mucegaiului, bacteriilor ?i fungi, algelor ?i a altor microorganisme, l?sând suprafe?ele perfect curate ?i dezinfectate;
Poate fi aplicat pe aproape orice tip de suprafe?e:  pere?i interiori sau exterior vopsi?i cu vopsea lavabil?,  tapet vopsit cu vopsea lavabil?, pl?ci ceramice, chit de rosturi, ciment, plastic, lemn.",OSKAR Pulverizator Zero Mucegai: https://www.oskarvopsea.ro/kentico/getmedia/081c6042-f493-47e7-bee3-b44ed3084e29/OSKAR-Zero-Mucegai-Pulverizator.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Pulverizator-Zero-Mucegai
,OSKAR Fixes Everything,OSKAR Repar? Tot,https://www.oskarvopsea.ro/kentico/getmedia/1cd4604f-fa0c-418c-bd93-caf21c9afd55/43-Oskar-Repara-Tot.png,Chit pentru repara?ii zid?rie ?i lemn,"Consisten?? cremoas?
U?or de aplicat",,0.6KG,,"Se recomand? pentru repara?ii ?i uniformizarea suportului de zid?rie, pl?ci de gips carton, suprafe?e deja acoperite cu vopsea lavabil?. OSKAR Rrepara Tot are o consisten?? fin?, cremoas? care ofer? avantajul unei munci u?oare, uscare rapid? f?r? fisuri ?i reducerea pierderilor.",,,,8 ore,"La temperaturi cuprinse între +5° si +30° Celsius, ferit de razele directe ale soarelui, în recipiente bine închise.",,,,"Are o consisten?? fin?, cremoas? care ofer? avantajul unei munci u?oare, uscarea rapid? f?r? fisuri ?i reducerea pierderilor;
Ajut? la realizarea de mici repara?ii în cas?: mici fisuri, acoperirea g?urilor de cuie sau dibluri, repara?ii în jurul prizelor;
Asigur? umplerea cr?p?turilor cu adâncime de maxim 3mm.",OSKAR Repar? Tot: https://www.oskarvopsea.ro/kentico/getmedia/2e750040-97f2-498a-ab44-1841f3b6cd85/OSKAR-Repara-Tot.pdf?ext=.pdf,,https://www.oskarvopsea.ro/ro-ro/products/OSKAR-Repara-Tot
